English	Английська
298129523	Нічого подібного немає на Новий Орлеан уночі.
391591642	Я знаю свій шлях.
626070730	Кожне місце має свої секрети.
639297125	ДеВітт зайняв половину кварталу.
1733099221	Це місце має потрапити прямо у пекло.
1483495823	Гніздо. Гаразд...
1715795038	Цього разу ДеВітт зайшов занадто далеко.
850299631	Бачите, на що здатний ДеВітт?
519918799	ДеВітт любить саджати людей у клітки.
100892671	Ми можемо йти, будь ласка?
433769883	Треба було спакувати кілька нагетсів.
460454085	Скільки ж шахт у Девітта.
1913334314	Отже, ось де ви потрапите.
1327090077	Сподіваймося, що твій план спрацює, Сонечко.
518689819	ДеВіт точно знає, як жити на широку ногу.
852130225	Нарядна сукня - не мій стиль.
339236802	Я хочу побачити обличчя ДеВітта.
199997219	Як жаль, що Дока немає.
1603221389	Ми приберемо його назавжди.
213210107	Це місце має історію.
1141433182	Ось де це сталося.
852681757	Вони знали, що ми йдемо.
1028910239	Я люблю виклики.
2117542934	Рада, що ти повернувся, сонечко.
780526017	Куди?
310821931	Я чекаю тут.
1970943049	Хочеш їх нести?
1586978736	Сховаємо це десь у темноті.
875472633	Це знадобиться.
1373149075	Так, мені це подобається.
946438801	Ось про що я говорю.
1818062380	Я вже там.
375106021	Проходжу.
1463267480	Давайте зробимо це цікаво.
928614151	Давайте подивимося, що ми можемо зробити.
1291138300	О так.
394268050	Ех, гарно.
679843745	О, я розумію, до чого це все.
1053526745	Непогана ідея.
941173767	Я подбаю про це.
430808166	Без проблем.
1405739495	Давай поспішимо.
1077459486	Без жодного звуку.
732821568	Просто гуляю.
1157590785	Запросто.
1183229750	Не будемо привертати увагу.
2108714373	Гарна зміна темпу.
1800212601	Озирніться навколо.
1597184644	Дитяча гра.
1207487821	Час трохи розплатитися.
937761858	О, мені це сподобається.
1071823802	Я ненавиджу цих хлопців.
264846364	Просто гарний день на річці.
1943719329	Добре, що тут немає алігаторів.
2079034413	Дозвольте провести вас навколо.
189971941	Просто слідкуйте за підказками.
338123914	Стежка ще не охолола.
